,precision,recall,f1-score,support
Non-R,0.8814814814814815,0.9727520435967303,0.9248704663212435,367.0
R,0.9074074074074074,0.6712328767123288,0.7716535433070866,146.0
accuracy,0.8869395711500975,0.8869395711500975,0.8869395711500975,0.8869395711500975
macro avg,0.8944444444444445,0.8219924601545295,0.848262004814165,513.0
weighted avg,0.8888600101075734,0.8869395711500975,0.8812648702977213,513.0
