,precision,recall,f1-score,support
Non-R,0.8928571428571429,0.11737089201877934,0.2074688796680498,213.0
R,0.5129533678756477,0.9850746268656716,0.6746166950596252,201.0
accuracy,0.538647342995169,0.538647342995169,0.538647342995169,0.538647342995169
macro avg,0.7029052553663953,0.5512227594422254,0.4410427873638375,414.0
weighted avg,0.7084111071777214,0.538647342995169,0.43427252916975667,414.0
