Feature,Mean |SHAP|
target_enc__Country,1.0385528
num__Age,0.5142165
num__YearCollected,0.14094394
ohe__Region_Asia,0.12109352
ohe__BodyLocation_Group_Respiratory,0.1183696
ohe__Region_Middle East,0.08544933
ohe__Region_Africa,0.06650323
ohe__Region_Europe,0.05305422
ohe__BodyLocation_Group_Other,0.028274566
ohe__BodyLocation_Group_Blood,0.0248547
