,precision,recall,f1-score,support
I,0.0,0.0,0.0,69.0
R,0.9418604651162791,0.5436241610738255,0.6893617021276596,149.0
S,0.6838407494145199,0.9898305084745763,0.8088642659279779,295.0
accuracy,0.7270955165692008,0.7270955165692008,0.7270955165692008,0.7270955165692008
macro avg,0.5419004048435997,0.511151556516134,0.49940865601854584,513.0
weighted avg,0.6668035679914404,0.7270955165692008,0.6653603354108669,513.0
