Model,Validation_F1_macro,Test_Accuracy,Test_F1_macro,Test_AUC_weighted,Calibrated_Accuracy,Calibrated_F1_macro,Threshold,Thresholded_Accuracy,Thresholded_F1_macro,Thresholded_F1_R
XGBoost,0.5527520238791448,0.5847953216374269,0.5618521344193477,0.8176381394633446,0.7504873294346979,0.5255544298097489,0.4500000000000001,0.7524366471734892,0.5275856389986825,0.758893280632411
