Feature,Mean |SHAP|
target_enc__Country,1.2087544
num__Age,0.39985543
ohe__Region_Europe,0.17394024
ohe__BodyLocation_Group_Respiratory,0.14384337
num__YearCollected,0.12895902
ohe__Region_Asia,0.0943074
ohe__Region_Africa,0.040526897
ohe__BodyLocation_Group_Other,0.030756775
ohe__BodyLocation_Group_Blood,0.022588897
ohe__Region_Middle East,0.012646519
