,precision,recall,f1-score,support
I,0.3333333333333333,0.04081632653061224,0.07272727272727272,98.0
R,0.4225352112676056,0.43478260869565216,0.42857142857142855,69.0
S,0.6948640483383686,0.9311740890688259,0.7958477508650519,247.0
accuracy,0.6376811594202898,0.6376811594202898,0.6376811594202898,0.6376811594202898
macro avg,0.4835775309797692,0.46892434143169676,0.4323821507212511,414.0
weighted avg,0.5638961743567837,0.6376811594202898,0.5634615839670751,414.0
