Drug,Species,Task,Best_Model,Test_Accuracy,Test_F1_macro,Test_F1_weighted,Test_AUC,Optimal_Threshold
Cefpodoxime,Streptococcus pneumoniae,Binary (R vs Non-R),XGBoost,0.538647342995169,0.4410427873638375,0.43427252916975667,0.6428654847826595,0.32500000000000007
