Drug,Species,Task,Best_Model,Test_Accuracy,Test_F1_macro,Test_F1_weighted,Test_AUC,Optimal_Threshold
Cefixime,Haemophilus influenzae,Binary (R vs Non-R),RandomForest,0.8674463937621832,0.8306996428016773,0.8625263266879731,0.8567356572258532,0.25000000000000006
