,precision,recall,f1-score,support
Non-R,0.7236842105263158,0.3374233128834356,0.4602510460251046,163.0
R,0.6804733727810651,0.9163346613545816,0.7809847198641766,251.0
accuracy,0.6884057971014492,0.6884057971014492,0.6884057971014492,0.6884057971014492
macro avg,0.7020787916536905,0.6268789871190086,0.6206178829446406,414.0
weighted avg,0.6974863354682049,0.6884057971014492,0.6547055197777788,414.0
