Feature,Mean |SHAP|
target_enc__Country,0.9154890307079869
ohe__Region_Asia,0.18461384277946566
ohe__BodyLocation_Group_Blood,0.1424402977675783
ohe__BodyLocation_Group_Respiratory,0.09967410409108865
ohe__Region_Europe,0.0775092237522905
num__Age,0.05936785696103483
ohe__Region_Africa,0.027339703769341403
ohe__BodyLocation_Group_Other,0.025977180095787783
ohe__Region_Middle East,0.0054641913382050015
num__YearCollected,7.546908055040252e-17
