,precision,recall,f1-score,support
I,0.21212121212121213,0.3783783783783784,0.27184466019417475,74.0
R,0.7614678899082569,0.7757009345794392,0.7685185185185185,107.0
S,0.8257575757575758,0.6728395061728395,0.7414965986394558,324.0
accuracy,0.6514851485148515,0.6514851485148515,0.6514851485148515,0.6514851485148515
macro avg,0.599782225929015,0.608972939710219,0.5939532591173831,505.0
weighted avg,0.722216808836847,0.6514851485148515,0.6784017510792754,505.0
