Model,Validation_F1_macro,Test_Accuracy,Test_F1_macro,Test_AUC_weighted,Calibrated_Accuracy,Calibrated_F1_macro,Threshold,Thresholded_Accuracy,Thresholded_F1_macro,Thresholded_F1_R
RandomForest,0.3678413540482506,0.4855072463768116,0.4279389966358022,0.6559281579482062,0.5966183574879227,0.2491174987392839,0.10000000000000002,0.16666666666666666,0.09523809523809523,0.2857142857142857
