Feature,Mean |SHAP|
target_enc__Country,0.5438500219314052
ohe__Region_Asia,0.35308322511325324
num__Age,0.16395513795607256
ohe__Region_Europe,0.12896004164497094
ohe__BodyLocation_Group_Respiratory,0.061046666964411335
ohe__Region_Africa,0.05388558601955413
ohe__BodyLocation_Group_Blood,0.05277598740831502
ohe__BodyLocation_Group_Other,0.04486272854924838
ohe__Region_Middle East,0.012175301536007465
num__YearCollected,2.04428756763644e-16
