,precision,recall,f1-score,support
I,0.0,0.0,0.0,12.0
R,0.29381443298969073,0.3313953488372093,0.3114754098360656,172.0
S,0.4409090909090909,0.4217391304347826,0.4311111111111111,230.0
accuracy,0.3719806763285024,0.3719806763285024,0.3719806763285024,0.3719806763285024
macro avg,0.2449078412995939,0.2510448264239973,0.24752884031572556,414.0
weighted avg,0.36701732701284473,0.3719806763285024,0.3689114155733305,414.0
