,precision,recall,f1-score,support
Non-R,0.672566371681416,0.4550898203592814,0.5428571428571428,167.0
R,0.6976744186046512,0.8502024291497976,0.7664233576642335,247.0
accuracy,0.6908212560386473,0.6908212560386473,0.6908212560386473,0.6908212560386473
macro avg,0.6851203951430336,0.6526461247545395,0.6546402502606882,414.0
weighted avg,0.6875462933964862,0.6908212560386473,0.6762408507251414,414.0
