,precision,recall,f1-score,support
Non-R,0.9655172413793104,0.9451476793248945,0.9552238805970149,474.0
R,0.46938775510204084,0.5897435897435898,0.5227272727272727,39.0
accuracy,0.9181286549707602,0.9181286549707602,0.9181286549707602,0.9181286549707602
macro avg,0.7174524982406756,0.7674456345342422,0.7389755766621438,513.0
weighted avg,0.9277997950541379,0.9181286549707602,0.9223440215191981,513.0
