Feature,Mean |SHAP|
num__Age,0.20894883933860933
num__YearCollected,0.20894883933860928
ohe__Region_Asia,0.10211561957917979
ohe__Region_Africa,0.10211561957917954
target_enc__Country,0.028514515159209927
ohe__BodyLocation_Group_Respiratory,0.02851451515920989
ohe__BodyLocation_Group_Other,0.026502826063461847
ohe__BodyLocation_Group_Blood,0.026502826063461847
ohe__Region_Europe,0.0036310451298027305
ohe__Region_Middle East,0.003631045129802726
