,precision,recall,f1-score,support
Non-R,0.9723618090452262,0.9485294117647058,0.9602977667493796,408.0
R,0.8173913043478261,0.8952380952380953,0.8545454545454545,105.0
accuracy,0.9376218323586745,0.9376218323586745,0.9376218323586745,0.9376218323586745
macro avg,0.8948765566965262,0.9218837535014006,0.9074216106474171,513.0
weighted avg,0.9406426998966356,0.9376218323586745,0.9386525566491609,513.0
